rid,race,latino,age,vote04,tvnews,newspaper,internet,approval,bush.th,obama.th,mccain.th,partyid,income
1584,1,2,66,0,,,0,1,70,40,70,3,
1585,2,2,57,1,,,0,0,50,60,50,1,
1586,1,2,46,1,4,2,,0,60,40,85,1,19
1587,1,2,71,1,7,2,,0,30,50,50,3,11
1588,2,2,49,1,2,2,,0,15,85,50,1,
1589,1,2,68,1,0,7,,0,0,85,60,1,
1590,2,2,31,1,7,1,,0,60,85,60,1,14
1591,1,2,77,1,,,0,0,0,100,15,1,
1592,2,2,30,0,0,0,,0,0,85,30,3,10
1593,2,2,41,0,4,1,,0,15,70,15,3,14
1594,5,2,48,1,,,7,1,85,0,85,2,
1595,1,2,68,0,2,0,,1,60,0,70,3,10
1596,1,2,43,1,5,7,,1,40,30,40,3,24
1597,4,1,29,0,0,0,,0,50,70,70,3,7
1598,1,2,86,1,7,7,,0,30,50,30,1,
1599,1,2,46,1,5,2,,1,60,60,70,3,
1600,1,2,65,1,,,1,1,50,30,70,2,11
1601,1,2,46,1,2,7,,1,70,0,60,2,21
1602,1,2,67,1,3,1,,1,85,50,70,3,12
1603,1,2,24,0,,,5,0,15,15,40,3,17
1604,2,2,27,1,0,0,,0,60,85,30,1,
1605,1,2,70,1,,,2,0,15,85,30,1,
1606,5,2,30,1,,,1,1,60,30,70,2,
1607,1,2,75,1,2,5,,0,0,70,30,1,15
1608,1,2,54,1,6,0,,,60,0,60,2,
1609,2,2,47,1,4,0,,0,50,100,15,3,14
1610,2,2,54,1,,,0,0,30,100,30,1,
1611,1,2,49,1,0,0,,0,15,70,60,1,20
1612,1,2,35,0,,,5,0,0,70,70,2,
1613,2,2,22,1,7,7,,0,60,85,50,1,18
1614,1,2,57,1,0,7,,0,60,15,70,2,17
1615,2,2,26,1,,,0,0,50,100,50,1,
1616,2,2,59,1,7,0,,0,0,100,0,1,
1617,2,2,61,1,2,7,,0,30,85,40,1,16
1618,2,2,34,1,,,0,0,15,85,50,1,3
1619,2,2,68,1,0,0,,0,50,100,50,1,6
1620,2,2,20,0,0,0,,0,15,100,15,1,
1621,2,2,53,1,2,7,,0,50,100,70,1,
1622,2,2,20,0,1,4,,0,40,100,50,1,9
1623,2,2,55,0,,,0,0,55,70,50,1,
1624,2,2,62,1,,,0,0,0,60,0,1,
1625,2,2,79,1,5,7,,0,60,70,60,1,
1626,2,2,20,0,1,0,,0,40,70,50,1,
1627,2,2,26,1,4,3,,0,40,85,60,3,15
1628,2,2,72,1,,,0,0,15,60,0,1,
1629,1,2,75,1,,,0,0,15,85,0,1,
1630,2,2,21,0,3,1,,0,70,100,50,1,
1631,2,2,46,1,,,3,0,0,50,30,3,
1632,2,2,19,0,,,0,0,0,100,50,5,
1633,2,2,78,1,,,0,0,40,85,40,1,
1634,2,2,71,1,,,0,0,0,70,30,3,
1635,2,2,48,1,7,0,,0,0,85,15,1,
1636,2,2,78,1,,,0,0,70,85,70,1,
1637,2,2,77,1,7,0,,0,50,85,0,1,
1638,2,2,28,1,,,1,0,0,100,15,1,12
1639,1,2,38,0,,,5,0,15,70,70,3,
1640,1,2,45,1,,,2,0,50,0,100,3,16
1641,7,2,47,1,7,0,,0,0,100,15,1,18
1642,4,1,19,0,1,0,,1,85,70,70,2,19
1643,1,2,46,1,,,0,1,100,0,85,5,18
1644,4,1,56,1,7,2,,0,30,60,85,2,22
1645,2,2,56,1,,,5,0,30,75,30,2,18
1646,5,1,33,,,,0,0,40,70,70,3,19
1647,1,2,51,1,0,0,,1,70,,60,2,23
1648,1,2,32,0,,,7,0,30,85,70,3,15
1649,1,2,50,1,,,5,0,30,40,70,1,17
1650,2,2,70,1,7,2,,1,70,85,70,1,21
1651,1,1,63,0,0,0,,0,40,100,60,1,
1652,1,2,42,1,7,3,,0,10,60,30,3,18
1653,1,2,19,0,,,7,0,0,100,0,1,5
1654,1,2,57,1,,,5,0,0,85,15,1,
1655,,,45,1,,,7,0,15,100,30,1,
1656,1,2,50,1,,,7,1,70,0,70,2,12
1657,5,1,29,1,,,7,1,70,70,70,1,17
1658,1,2,59,1,,,0,0,0,100,30,1,16
1659,1,2,25,1,,,7,0,0,85,30,1,10
1660,1,2,49,1,4,1,,,60,30,85,3,18
1661,1,2,61,1,,,0,0,0,100,15,1,
1662,1,2,21,0,3,2,,0,60,30,70,2,25
1663,1,2,85,1,7,7,,0,70,70,70,2,
1664,1,2,51,0,2,1,,0,0,85,30,3,
1665,4,1,18,,5,0,,0,15,30,,3,3
1666,5,2,66,,,,1,0,15,70,30,1,
1667,4,1,56,1,3,4,,0,40,70,40,3,12
1668,1,2,29,1,,,0,0,40,70,40,1,18
1669,4,1,43,0,,,0,0,60,5,5,3,15
1670,1,2,62,1,,,0,0,0,70,50,3,22
1671,1,2,51,1,,,7,0,40,40,60,1,15
1672,1,2,66,1,5,7,,0,15,85,0,1,
1673,1,2,72,1,7,7,,0,0,70,70,1,19
1674,1,2,62,1,7,0,,0,60,40,50,2,18
1675,4,1,47,1,,,1,0,15,100,30,1,19
1676,1,2,71,1,7,0,,0,0,85,0,1,17
1677,4,1,53,0,4,5,,0,15,100,50,1,
1678,1,2,30,1,5,0,,0,15,75,35,1,21
1679,1,2,18,0,0,0,,0,30,50,50,3,19
1680,1,2,72,0,5,0,,0,50,70,50,3,
1681,1,2,32,0,3,0,,0,40,50,40,5,1
1682,1,2,31,1,4,5,,0,0,85,60,1,19
1683,1,2,46,0,,,0,0,60,85,60,5,
1684,1,2,80,0,6,7,,0,0,60,50,1,
1685,1,2,29,0,0,0,,0,0,85,40,3,11
1686,1,2,22,0,,,0,0,0,50,0,1,
1687,1,2,34,0,,,0,0,15,60,15,3,
1688,1,2,44,1,,,0,,50,25,75,1,
1689,1,2,26,0,,,1,0,0,50,15,3,
1690,1,2,64,1,2,0,,0,25,75,25,3,
1691,1,2,82,1,4,7,,1,100,15,100,2,
1692,1,2,82,1,6,7,,0,15,50,15,1,
1693,1,2,72,1,5,3,,0,60,40,60,2,
1694,1,2,52,0,1,3,,0,60,70,60,3,7
1695,1,2,29,0,0,4,,0,30,50,50,3,23
1696,1,2,45,0,,,2,0,60,50,70,2,18
1697,1,2,41,1,,,5,0,0,85,15,1,17
1698,1,2,86,1,4,7,,0,60,50,60,3,
1699,1,2,45,0,0,1,,0,30,60,60,1,
1700,1,2,57,1,,,5,0,15,55,25,3,20
1701,1,2,72,1,7,7,,1,70,15,85,2,10
1702,2,2,27,1,0,0,,0,40,60,30,1,
1703,2,2,72,0,,,0,0,0,85,50,1,
1704,2,2,57,1,,,2,0,30,60,30,1,
1705,2,2,58,1,,,2,0,0,85,15,1,
1706,2,2,32,1,5,0,,0,0,100,15,1,
1707,2,2,58,1,3,0,,0,40,70,40,1,18
1708,2,2,31,0,3,1,,0,0,70,0,1,
1709,2,2,50,1,4,5,,0,30,85,50,1,19
1710,4,2,35,1,,,7,0,60,70,70,2,21
1711,2,2,50,1,7,1,,0,40,70,70,3,17
1712,2,2,30,1,1,0,,0,15,100,40,1,
1713,2,2,59,0,,,0,0,15,85,30,3,5
1714,1,2,42,0,0,1,,0,40,70,30,3,11
1715,1,2,48,1,6,7,,0,30,100,30,3,
1716,1,2,24,1,3,0,,0,50,70,60,3,
1717,1,2,67,1,,,0,0,50,0,100,3,15
1718,2,2,40,0,7,0,,0,0,90,15,3,
1719,1,2,30,0,,,0,0,0,50,15,3,12
1720,1,2,41,0,7,0,,0,60,70,85,3,2
1721,4,1,48,0,,,0,0,0,70,50,1,12
1722,1,2,64,1,0,6,,0,60,85,40,5,
1723,1,1,18,0,,,3,0,40,60,40,1,21
1724,1,2,53,0,,,0,0,0,100,,5,7
1725,4,1,29,0,,0,,0,40,50,50,3,14
1726,4,1,28,0,1,0,,0,50,85,50,3,13
1727,2,2,34,0,2,2,,0,15,85,30,1,15
1728,1,2,27,0,,,0,1,70,40,100,2,14
1729,1,1,53,0,7,2,,0,50,85,60,1,16
1730,4,1,41,1,,,7,0,0,70,50,1,14
1731,1,2,38,1,5,4,,0,0,100,30,1,23
1732,2,2,28,,,,0,0,0,70,0,3,9
1733,2,2,60,0,7,7,,0,30,100,0,3,
1734,2,2,22,0,1,1,,0,40,50,40,3,
1735,2,2,70,1,7,7,,0,40,85,30,1,
1736,1,2,73,1,,,0,1,85,85,85,2,
1737,1,2,34,1,4,5,,1,70,60,70,2,18
1738,2,2,46,1,,,0,0,0,100,30,3,15
1739,2,2,53,0,,,0,0,40,100,40,1,
1740,2,2,49,0,,,0,0,0,70,15,3,1
1741,2,2,66,1,1,7,,0,0,70,50,1,19
1742,2,2,55,1,,,0,0,60,85,60,5,12
1743,1,2,52,0,0,3,,0,15,85,0,3,
1744,2,2,39,1,7,3,,0,30,100,0,1,
1745,2,1,36,0,,,0,0,0,100,0,1,9
1746,2,2,35,0,,,0,0,0,85,50,3,13
1747,2,2,61,1,,,0,0,50,100,0,1,13
1748,1,2,30,0,0,7,,0,40,60,40,3,12
1749,1,2,51,0,2,0,,1,50,,,5,
1750,2,2,78,1,,,0,0,60,98,30,1,13
1751,1,2,37,0,,,4,1,60,30,85,2,12
1752,1,2,52,1,,,0,1,85,15,85,2,20
1753,1,2,90,1,,,7,1,90,60,90,2,
1754,1,2,47,1,,,1,1,70,15,70,2,
1755,1,2,27,0,1,7,,0,0,85,15,1,17
1756,2,2,42,1,3,0,,1,50,50,50,5,17
1757,2,2,30,0,0,5,,0,30,85,40,1,
1758,2,2,73,1,0,7,,0,50,85,50,1,9
1759,2,2,37,0,7,0,,0,0,100,0,1,
1760,2,2,37,0,,,0,0,50,100,70,3,
1761,2,2,24,1,7,1,,0,0,100,0,1,13
1762,2,2,46,0,0,1,,,50,50,50,5,13
1763,2,2,21,0,,,7,0,0,100,15,5,
1764,2,2,45,0,,,0,,50,50,60,1,5
1765,2,2,57,0,3,0,,1,70,70,60,3,
1766,2,2,34,0,1,4,,0,70,70,60,3,15
1767,1,2,31,1,,,7,0,0,0,100,2,19
1768,1,2,66,0,3,1,,1,70,50,70,3,16
1769,1,2,,0,,,0,,70,0,85,5,
1770,1,2,35,0,,,0,1,60,30,50,,17
1771,1,2,73,1,,,0,1,85,0,100,3,
1772,1,2,62,0,,,0,0,0,85,0,1,4
1773,2,2,56,0,7,0,,0,0,,1,,
1774,2,2,52,0,,,0,0,50,85,60,1,
1775,2,2,50,1,7,0,,0,50,85,60,1,
1776,2,2,74,1,,,0,0,0,85,30,1,
1777,2,2,54,0,,,0,0,15,100,15,1,8
1778,1,2,58,1,3,7,,1,85,0,100,3,11
1779,1,2,66,1,,,0,1,85,15,85,2,25
1780,1,2,55,1,3,7,,0,40,15,60,1,25
1781,1,2,78,1,4,7,,0,60,40,50,2,
1782,1,2,58,1,1,3,,1,70,15,70,2,
1783,1,2,45,1,0,0,,1,60,50,50,2,17
1784,2,2,50,0,,,0,,,,,,1
1785,2,2,63,0,,,0,0,85,60,30,1,4
1786,2,2,62,1,7,3,,0,50,70,40,1,
1787,2,2,34,1,,,0,0,60,,,1,12
1788,2,2,63,1,6,2,,0,40,100,50,1,1
1789,2,2,20,0,0,2,,0,85,100,85,3,
1790,2,2,58,1,,,7,0,0,100,15,3,
1791,2,2,69,1,7,0,,0,85,100,50,1,
1792,2,2,30,0,,,0,1,70,85,60,3,2
1793,2,2,46,1,,,0,0,0,100,0,1,
1794,2,2,51,1,,,4,0,30,100,30,1,
1795,2,2,48,1,,,0,0,0,100,0,1,
1796,2,2,21,0,,,0,1,60,60,60,,
1797,2,2,30,1,7,3,,0,50,85,50,1,
1798,2,2,57,1,,,0,0,50,100,50,1,11
1799,2,2,57,1,5,2,,0,50,100,60,1,15
1800,2,2,59,0,,,0,1,100,100,100,2,5
1801,2,2,52,1,4,2,,0,40,100,40,1,18
1802,2,2,39,0,5,3,,0,0,100,15,1,
1803,1,2,32,0,,,5,0,50,50,50,3,
1804,2,2,48,1,2,0,,,70,100,70,1,9
1805,2,2,19,0,3,4,,0,0,100,40,1,1
1806,2,2,49,1,6,4,,0,50,70,50,1,
1807,2,2,21,0,,,0,0,30,85,50,1,5
1808,2,2,43,1,,,0,0,50,90,20,1,
1809,2,2,56,1,7,2,,0,10,50,25,1,
1810,2,2,55,1,,,1,0,50,80,50,1,
1811,2,2,53,0,,,7,0,30,100,50,1,
1812,2,1,20,0,0,0,,0,15,50,40,3,5
1813,2,2,51,0,,,0,0,0,99,0,1,7
1814,2,2,19,0,1,3,,0,53,80,60,1,
1815,1,2,76,1,7,5,,1,100,0,80,2,13
1816,2,2,44,0,2,1,,0,0,100,50,3,
1817,2,2,40,1,4,0,,1,0,60,0,1,
1818,2,2,51,1,,,0,0,50,100,50,1,
1819,2,2,50,1,,,0,0,50,85,50,1,13
1820,2,2,52,0,,,0,0,35,72,41,1,
1821,2,2,65,1,5,3,,0,0,100,0,1,12
1822,2,2,33,,2,7,,0,50,100,85,3,
1823,2,2,35,1,3,1,,0,60,85,50,5,15
1824,2,1,51,1,,,7,0,0,100,0,1,
1825,2,2,52,1,,,7,0,75,45,70,1,15
1826,2,2,33,1,,,6,0,15,100,15,1,
1827,2,2,29,0,,,0,0,0,50,50,3,12
1828,2,2,45,0,5,2,,0,50,100,30,1,14
1829,2,2,35,0,,,0,0,0,100,60,2,10
1830,2,2,56,1,7,4,,0,0,55,25,1,18
1831,2,2,26,0,,,1,0,20,65,65,1,
1832,2,2,30,0,,,0,0,25,75,50,1,
1833,2,2,27,0,4,1,,1,60,100,70,1,
1834,2,2,68,0,0,7,,1,50,50,50,3,
1835,2,2,26,0,,,0,0,1,50,0,1,
1836,2,2,38,1,5,0,,0,15,100,50,1,
1837,1,2,41,1,,,7,1,85,40,60,2,19
1838,1,2,37,1,0,1,,0,60,30,70,2,25
1839,4,2,45,0,4,3,,0,40,60,60,3,23
1840,1,2,26,1,7,7,,1,80,10,60,2,17
1841,1,2,44,1,,,7,1,70,70,60,3,19
1842,1,2,37,0,7,0,,0,60,50,60,2,20
1843,1,2,36,1,,,7,1,85,40,70,2,19
1844,1,2,61,1,5,2,,1,85,15,70,2,21
1845,1,2,78,1,,,0,1,85,30,70,3,
1846,1,2,71,1,7,0,,1,85,70,85,3,
1847,1,2,24,1,,,1,0,40,70,40,3,19
1848,1,2,28,0,,,7,0,30,0,70,3,
1849,1,2,42,1,0,2,,1,85,50,50,1,
1850,4,1,68,1,7,7,,0,30,30,70,3,
1851,1,2,24,0,,,4,0,40,65,30,3,
1852,1,2,51,1,7,4,,0,60,60,50,3,18
1853,1,2,48,1,0,7,,0,40,50,60,3,19
1854,1,2,46,1,2,1,,1,60,40,40,3,
1855,1,2,62,0,,,0,0,30,60,60,3,18
1856,1,2,69,1,7,4,,1,70,30,70,2,18
1857,1,2,69,1,,,0,0,85,50,85,2,15
1858,1,2,48,1,7,3,,1,85,50,70,4,25
1859,1,2,71,1,,,2,1,100,40,85,2,25
1860,1,2,50,1,,,7,0,50,50,60,3,25
1861,1,2,35,1,4,1,,1,60,15,85,2,19
1862,1,2,38,1,,,4,0,70,45,90,2,25
1863,1,2,42,1,0,0,,1,85,50,85,2,20
1864,1,2,42,1,,,7,1,85,40,70,2,
1865,1,2,82,1,1,2,,1,100,30,100,2,22
1866,1,2,57,1,7,1,,1,90,30,85,2,25
1867,1,2,49,1,2,5,,0,85,40,85,2,22
1868,1,2,38,1,4,7,,0,70,30,85,2,25
1869,1,2,25,1,,,7,1,70,30,70,2,19
1870,1,2,81,1,,,0,0,60,40,70,3,18
1871,1,2,46,1,,,2,1,85,30,85,2,17
1872,1,2,75,1,,,0,0,40,100,100,2,
1873,1,2,50,1,,,1,1,70,100,70,1,17
1874,1,2,45,1,,,7,0,70,15,85,2,25
1875,1,2,72,1,7,7,,0,70,50,50,3,17
1876,1,2,36,1,,,7,0,50,50,50,2,
1877,1,2,62,1,,,2,0,0,75,50,1,
1878,1,2,61,1,0,0,,1,70,0,70,2,
1879,1,2,51,1,,,1,1,85,40,70,1,25
1880,1,1,72,1,,,0,0,40,70,50,1,
1881,1,1,46,1,7,0,,1,50,50,70,2,13
1882,1,1,33,0,,,3,0,0,50,0,3,14
1883,1,1,31,0,7,4,,1,85,40,85,2,13
1884,1,1,38,0,,,0,0,0,100,0,1,
1885,1,1,45,0,3,5,,0,30,40,30,3,10
1886,1,1,40,0,,,0,1,50,50,75,5,
1887,1,1,29,0,,,0,0,50,85,40,1,8
1888,1,1,24,0,,,0,,50,70,0,3,
1889,1,1,27,0,3,0,,1,40,100,50,3,
1890,1,1,54,0,,,0,0,40,100,40,1,9
1891,1,1,45,1,4,5,,1,85,85,70,1,13
1892,1,1,62,0,,,0,1,100,100,100,3,2
1893,1,1,51,0,4,1,,0,50,100,40,1,6
1894,1,1,40,0,,,0,0,15,85,,5,11
1895,1,1,21,0,,,2,0,0,100,100,1,7
1896,1,1,73,1,1,0,,0,0,60,0,1,10
1897,1,1,57,1,,,0,0,60,100,50,3,11
1898,1,1,43,0,,,0,0,85,100,0,1,15
1899,1,1,27,1,,,1,0,0,60,1,1,
1900,4,2,47,0,1,2,,0,30,100,15,1,20
1901,1,1,55,0,,,2,0,50,50,50,5,13
1902,1,2,84,0,0,7,,0,60,70,70,3,12
1903,4,2,53,1,7,2,,0,15,100,15,1,
1904,4,1,48,0,2,0,,0,70,85,60,1,4
1905,1,1,33,0,,,3,0,0,40,50,3,10
1906,1,1,37,0,,,1,0,60,60,50,3,14
1907,4,1,32,1,,,5,0,15,70,40,3,16
1908,1,1,67,,,,0,0,10,100,,,
1909,4,1,36,0,,,0,0,50,50,50,5,
1910,4,1,19,0,,,0,0,0,100,30,3,8
1911,1,2,55,1,,,0,1,100,15,85,2,21
1912,4,1,69,0,0,2,,0,50,70,60,1,12
1913,4,1,47,0,,,0,0,40,100,50,1,
1914,4,1,51,1,7,3,,1,85,30,100,3,
1915,1,1,32,0,,,0,0,50,85,50,3,
1916,1,1,37,0,1,0,,0,40,70,50,1,
1917,1,1,78,1,6,0,,1,85,0,85,3,
1918,4,1,87,1,6,1,,0,60,50,60,1,
1919,1,1,76,0,,,0,0,60,85,100,1,
1920,1,1,35,1,7,3,,0,30,85,40,1,
1921,1,1,52,0,1,0,,,60,70,50,5,
1922,2,2,43,1,,,2,1,50,60,40,1,
1923,1,2,64,1,7,0,,0,0,100,60,1,
1924,1,1,34,0,0,5,,0,50,50,50,3,3
1925,1,2,32,1,0,0,,1,100,0,50,2,13
1926,1,1,39,0,,,3,0,30,70,,1,
1927,1,1,70,1,,,0,1,60,50,70,2,12
1928,1,1,45,0,3,0,,,50,50,50,5,17
1929,1,1,46,1,5,0,,0,50,70,50,1,18
1930,1,1,53,1,,,0,0,15,70,15,1,21
1931,1,2,22,0,0,0,,0,40,60,40,5,
1932,2,2,47,0,7,0,,0,70,100,70,1,10
1933,1,1,35,0,1,0,,1,70,60,70,3,11
1934,1,1,38,1,,,7,0,0,70,30,1,21
1935,1,1,69,1,1,1,,0,15,85,50,1,15
1936,1,1,52,0,7,1,,,50,60,50,1,
1937,1,1,29,1,,,2,0,15,85,60,1,17
1938,1,1,29,1,,,7,0,0,100,0,1,
1939,4,2,31,1,5,0,,1,70,0,70,2,
1940,4,2,60,0,,,7,1,70,0,0,3,22
1941,1,1,40,1,,,6,0,60,70,70,5,20
1942,1,1,26,0,,,0,1,70,40,85,5,25
1943,1,1,39,0,,,4,0,70,100,30,3,14
1944,4,1,23,0,1,1,,1,60,70,60,3,
1945,1,2,60,1,7,0,,1,100,,100,2,
1946,2,2,31,0,,,7,,,85,70,3,11
1947,2,2,27,0,7,0,,0,0,85,0,3,
1948,4,1,40,1,,,3,1,100,0,100,2,
1949,2,2,57,1,,,7,0,70,85,15,3,16
1950,1,2,40,1,,,2,0,70,15,70,2,24
1951,1,2,69,1,,,7,0,0,70,60,1,22
1952,1,2,56,1,7,6,,0,15,85,0,1,21
1953,1,2,21,0,,,6,1,70,15,86,3,
1954,4,1,62,,,,0,0,0,70,50,1,7
1955,1,2,52,1,0,1,,1,40,40,80,5,
1956,1,2,66,1,,,0,0,0,100,30,1,20
1957,4,1,52,0,,,0,0,14,50,50,3,7
1958,,,63,1,,,3,,60,40,85,1,
1959,1,2,35,0,,,7,1,85,40,85,3,17
1960,1,2,23,1,0,0,,0,60,0,60,3,15
1961,1,1,43,1,7,0,,1,85,30,85,3,19
1962,1,2,51,1,,,0,0,0,85,0,3,
1963,1,2,34,1,2,0,,0,30,50,40,3,
1964,1,2,26,1,0,1,,1,85,40,70,2,16
1965,1,2,47,1,,,7,0,30,100,0,1,22
1966,1,2,35,1,,,7,0,70,30,85,2,25
1967,1,2,48,1,4,1,,0,30,0,70,2,15
1968,4,1,,0,0,1,,0,50,50,50,3,4
1969,1,2,37,1,,,0,1,60,30,60,2,15
1970,1,2,26,1,,,1,0,0,100,40,3,7
1971,4,1,34,0,7,5,,0,0,70,50,1,16
1972,1,1,20,0,,,0,0,60,40,40,3,7
1973,1,1,21,0,,,0,1,40,85,50,3,21
1974,1,1,29,1,4,2,,0,50,70,60,3,13
1975,1,1,64,0,2,1,,1,85,70,70,3,6
1976,1,1,37,0,2,0,,1,85,40,85,3,19
1977,1,2,54,,,,0,0,70,50,100,2,9
1978,2,2,33,1,0,1,,0,0,60,50,3,9
1979,1,1,39,0,,,5,0,40,50,60,3,
1980,1,1,28,1,0,0,,0,30,70,70,4,14
1981,1,1,34,0,,,0,0,15,85,50,5,9
1982,1,1,25,0,,,0,0,50,50,50,3,7
1983,1,2,38,0,,,0,0,60,15,70,2,18
1984,1,2,37,0,3,0,,0,15,50,50,5,
1985,1,1,28,0,1,0,,0,30,85,50,1,17
1986,1,2,38,1,1,3,,0,40,70,60,3,19
1987,1,2,67,1,6,6,,1,85,15,85,2,
1988,1,1,58,0,,,0,1,70,40,50,3,7
1989,1,2,40,1,,,1,0,30,70,60,3,
1990,4,1,24,1,0,7,,0,0,60,50,3,
1991,1,2,35,0,,,0,1,60,60,60,3,
1992,1,2,63,1,7,7,,1,60,85,85,3,17
1993,4,1,34,0,,,0,1,60,0,85,3,15
1994,1,2,24,1,3,0,,0,30,50,50,3,
1995,1,1,29,0,,,0,0,0,60,15,3,14
1996,4,2,41,1,,,7,1,100,15,100,2,16
1997,1,2,35,1,0,4,,,70,50,70,2,17
1998,1,2,46,1,,,7,1,100,0,100,3,21
1999,4,1,25,0,7,1,,0,0,100,30,1,17
2000,1,2,27,1,,,1,0,40,50,40,3,17
2001,1,2,52,1,4,1,,0,30,50,70,3,
2002,2,2,85,1,7,7,,0,100,100,85,1,
2003,1,2,48,1,7,0,,0,0,85,0,1,
2004,1,2,38,1,,,0,1,70,50,70,2,
2005,1,2,25,1,1,0,,0,0,85,0,3,
2006,1,1,36,0,,,7,1,85,0,85,2,
2007,5,2,45,1,,,3,1,85,50,85,3,
2008,1,1,50,0,,,1,1,85,85,60,5,16
2009,4,1,54,1,3,7,,0,50,70,30,1,
2010,1,2,67,1,,,0,1,85,15,85,2,19
2011,1,2,81,1,7,4,,1,60,50,60,2,
2012,1,1,19,0,,,7,1,40,60,40,3,
2013,1,2,65,1,,,0,1,70,15,85,5,
2014,1,2,44,1,,,1,1,60,30,60,2,20
2015,1,2,57,1,,,0,1,70,50,85,2,
2016,1,1,33,1,,,7,0,0,70,0,1,
2017,1,1,60,1,,,0,0,40,50,70,1,13
2018,1,1,43,0,7,3,,0,15,85,40,1,
2019,4,1,64,1,7,0,,0,0,100,0,1,11
2020,4,1,28,0,0,0,,0,0,85,30,3,
2021,1,1,79,0,7,7,,0,50,85,40,1,11
2022,1,1,44,0,,,0,1,100,85,60,1,25
2023,4,1,49,0,,,0,0,0,100,0,3,
2024,4,2,69,1,,,7,0,40,85,40,1,24
2025,1,1,40,1,0,1,,0,30,40,40,1,14
2026,4,1,20,0,,,0,0,60,40,60,3,
2027,4,1,27,1,4,5,,0,40,60,85,2,17
2028,1,1,62,0,,,0,0,15,50,50,5,
2029,1,1,34,,,,1,0,0,70,50,1,
2030,1,2,22,1,,,5,1,100,60,100,5,
2031,4,1,38,1,5,3,,0,50,100,50,1,18
2032,1,1,67,0,,,0,0,70,85,70,1,
2033,1,2,90,1,0,7,,0,0,70,60,3,12
2034,1,1,37,0,4,3,,0,0,70,15,2,19
2035,4,1,30,0,0,0,,0,70,70,70,5,22
2036,1,1,27,0,,,1,0,0,60,30,1,18
2037,1,1,42,1,,,7,0,70,50,50,2,13
2038,4,1,66,1,,,0,0,50,70,50,1,11
2039,4,1,21,0,0,3,,0,50,70,40,,
2040,1,1,35,1,4,4,,0,30,30,70,1,24
2041,1,1,19,0,5,1,,0,15,85,15,3,21
2042,1,1,33,1,2,0,,0,30,50,60,3,18
2043,1,1,49,0,,,0,0,0,70,60,1,11
2044,1,1,34,1,,,7,0,0,100,0,1,18
2045,1,1,47,0,0,0,,0,15,100,60,3,
2046,4,1,30,0,,,2,0,40,85,30,1,15
2047,4,1,35,0,1,0,,0,30,60,70,3,22
2048,1,1,31,1,,,0,0,70,100,70,1,20
2049,1,2,90,1,7,7,,0,0,100,50,1,
2050,4,1,41,0,,,7,0,0,85,15,3,18
2051,1,1,57,0,,,0,0,50,10,60,3,
2052,1,2,68,1,1,0,,1,50,0,50,1,
2053,1,2,79,1,5,7,,0,50,0,100,3,
2054,1,1,45,1,,,0,0,40,60,50,3,15
2055,1,2,57,1,0,2,,0,0,30,50,3,17
2056,1,1,19,0,3,2,,0,30,50,50,3,20
2057,1,2,47,,,,0,1,100,60,85,2,16
2058,2,2,34,0,,,0,0,0,100,30,1,18
2059,1,2,66,1,,,0,0,15,15,70,2,21
2060,2,2,31,1,1,0,,0,30,60,50,1,16
2061,2,2,44,0,1,3,,0,0,70,30,1,
2062,2,2,19,0,,,7,0,0,95,15,1,3
2063,4,1,19,0,,,1,0,60,85,70,2,17
2064,2,2,51,0,0,0,,0,60,85,40,1,
2065,4,1,25,0,,,0,0,30,60,50,3,17
2066,2,2,34,1,,,0,0,0,85,15,1,
2067,2,2,30,0,,,0,0,0,100,15,1,4
2068,1,1,54,1,,,0,0,60,85,60,1,12
2069,2,2,32,0,,,0,0,0,70,30,4,
2070,2,2,60,1,3,0,,0,30,85,60,1,16
2071,2,2,45,0,1,2,,0,70,100,0,1,4
2072,4,1,39,1,,,0,0,15,75,75,1,14
2073,2,2,41,0,,,0,0,50,100,60,1,19
2074,2,2,33,1,3,1,,0,50,85,70,3,19
2075,1,2,79,1,7,7,,1,50,50,50,1,12
2076,1,2,47,1,,,7,0,0,85,60,3,23
2077,1,1,40,0,,,3,0,60,85,60,1,
2078,1,1,35,0,,,1,0,40,50,40,1,
2079,1,1,33,1,7,1,,0,40,50,30,1,19
2080,1,2,50,0,,,3,0,0,85,40,5,25
2081,4,1,27,0,3,6,,1,40,60,50,5,18
2082,1,1,29,0,0,2,,1,70,85,50,2,13
2083,4,1,33,1,5,4,,0,30,85,50,1,20
2084,1,2,47,1,7,7,,0,60,50,85,2,
2085,1,1,40,0,5,3,,0,70,100,60,5,18
2086,1,1,35,1,,,7,0,70,85,70,2,18
2087,1,1,51,1,5,4,,0,60,60,70,5,16
2088,1,1,61,0,6,0,,0,15,70,15,1,16
2089,4,1,33,0,,,7,0,60,85,60,5,20
2090,1,1,37,0,,,3,0,30,70,50,5,16
2091,4,1,30,1,,,5,0,30,85,15,5,19
2092,4,1,41,0,1,1,,0,0,100,50,5,23
2093,4,1,42,0,7,0,,0,30,70,60,3,14
2094,1,1,51,0,7,0,,1,100,100,85,5,10
2095,1,1,21,0,,,3,1,60,50,60,5,15
2096,1,1,53,1,,,0,0,0,30,85,5,13
2097,4,1,37,0,,,0,0,40,60,50,1,17
2098,1,1,26,0,,,4,1,0,70,30,5,
2099,1,1,43,1,,,0,1,70,50,70,2,15
